0.042701676	0.26718023	0.64251447	0.047603674
0.016700905	0.7290772	0.20788974	0.04633218
0.034255736	0.08428563	0.85438025	0.027078357
0.025606846	0.7350118	0.05795654	0.18142486
0.08410759	0.07791842	0.80978036	0.028193716
0.027790476	0.6337624	0.07514516	0.26330197
0.38576657	0.118697524	0.4296742	0.06586169
0.25545698	0.37293106	0.23950496	0.13210702
0.11710541	0.2125018	0.42915583	0.24123698
0.047402218	0.2216219	0.05206731	0.6789086
0.4842772	0.19700411	0.066955976	0.25176278
0.89271927	0.02182472	0.015804417	0.069651544
0.87190056	0.014927058	0.06182867	0.051343687
0.004705243	0.00718568	0.0024642034	0.98564494
0.14475808	0.01615334	0.0079002725	0.8311883
0.97514915	0.0048640277	0.008748295	0.011238541
0.43543565	0.050439104	0.034682557	0.47944275
0.54910636	0.11900847	0.22669688	0.10518829
0.084806	0.5272393	0.12079066	0.26716393
0.02357976	0.20469311	0.7533055	0.01842166
0.062238373	0.42297667	0.36069417	0.15409076
