0.052554213	0.3951054	0.4895068	0.06283361
0.01362228	0.7459388	0.20553648	0.034902465
0.023793215	0.08356342	0.87144715	0.02119629
0.025496084	0.75249445	0.08796474	0.13404474
0.10123037	0.066756465	0.8026494	0.02936377
0.02679202	0.6332221	0.10688536	0.23310058
0.39844137	0.036344167	0.5215068	0.043707598
0.33082575	0.3207429	0.22191864	0.12651272
0.16830862	0.19264078	0.36223477	0.27681586
0.041223772	0.3065303	0.055312715	0.59693325
0.60114527	0.16731411	0.08265518	0.14888555
0.8051458	0.08130585	0.01691692	0.096631445
0.848341	0.013545565	0.0291209	0.10899256
0.006240634	0.0060889167	0.012325686	0.9753448
0.10144368	0.013174394	0.009216439	0.8761655
0.9547641	0.0101378225	0.015615158	0.019482886
0.3130571	0.15208665	0.049689874	0.48516637
0.8137208	0.05383274	0.08664036	0.045806013
0.10654488	0.480707	0.18754487	0.22520328
0.01633031	0.21576098	0.74409354	0.023815185
0.05443222	0.39473176	0.42455342	0.12628259
