0.066634506	0.41863105	0.41676778	0.09796671
0.033960633	0.40096045	0.5216459	0.043433
0.043586303	0.4974907	0.3949133	0.06400961
0.05953391	0.4335727	0.44252768	0.0643657
0.026701301	0.5802164	0.3530525	0.04002973
0.034262102	0.5585096	0.3066658	0.1005625
0.3476601	0.060142756	0.5405431	0.051654007
0.25533637	0.43231523	0.19800878	0.114339575
0.20814052	0.22879618	0.4239719	0.13909136
0.07186334	0.30836695	0.097360596	0.5224091
0.25250268	0.048459917	0.26474392	0.4342935
0.85869116	0.0849903	0.014587122	0.041731387
0.87865096	0.0080467705	0.013786839	0.09951549
0.0049008075	0.0037917597	0.0034698877	0.98783755
0.041716784	0.009184715	0.008116266	0.94098216
0.9781912	0.004531333	0.007549799	0.009727653
0.4590311	0.04794353	0.035900444	0.4571249
0.67820317	0.0594253	0.17643857	0.08593293
0.116021864	0.49486494	0.16452008	0.22459309
0.048643157	0.20091209	0.71932745	0.031117266
0.064305596	0.4598807	0.18015827	0.2956554
