0.10991586	0.26528853	0.5466645	0.07813111
0.024584578	0.75864834	0.14386813	0.07289897
0.11540718	0.17961222	0.6351316	0.06984897
0.043364525	0.7187786	0.03705918	0.20079765
0.3244868	0.10453354	0.51749504	0.05348462
0.053489115	0.51890004	0.083128095	0.34448272
0.7618508	0.055070415	0.13091755	0.052161235
0.66112614	0.10796627	0.12036751	0.11054005
0.26076946	0.30263776	0.19503695	0.24155584
0.012828033	0.1637649	0.016734255	0.8066728
0.02329469	0.11184156	0.6619788	0.20288494
0.004254248	0.004307134	0.98658043	0.004858126
0.9879962	0.002466429	0.0035962835	0.005941091
0.083714254	0.0186823	0.013446009	0.8841575
0.007073162	0.01185538	0.0047093304	0.9763621
0.93812585	0.015089451	0.019425442	0.027359266
0.34615502	0.0850098	0.07930346	0.48953176
0.64452946	0.11605479	0.17546873	0.06394702
0.116954476	0.42233175	0.12020028	0.34051347
0.11073297	0.37220755	0.47054744	0.04651203
0.07216466	0.56563294	0.17355853	0.18864386
