0.0588215	0.35441995	0.52706957	0.059688985
0.0153254215	0.7470687	0.2146044	0.023001496
0.14618239	0.18117389	0.4970925	0.17555128
0.075300895	0.22245663	0.08871116	0.61353135
0.44461507	0.050989136	0.07154149	0.43285435
0.011971786	0.0077565396	0.0034479129	0.9768238
0.6836175	0.033825208	0.062432908	0.2201244
0.9725636	0.0031714705	0.005288263	0.018976629
0.7025837	0.054914482	0.042142317	0.20035946
0.006499714	0.008442333	0.005957692	0.9791002
0.30852523	0.0155474655	0.44844034	0.22748697
0.5899011	0.119412154	0.23670657	0.05398016
0.66761297	0.11923357	0.13552469	0.07762876
0.068372145	0.3473646	0.22179168	0.36247158
0.037855692	0.5202	0.04139732	0.40054694
0.2543454	0.17441407	0.5363068	0.03493373
0.026830975	0.86472076	0.04700563	0.06144263
0.12922227	0.10723757	0.7311958	0.03234427
0.017701767	0.81074524	0.10381677	0.06773625
0.03266467	0.19602682	0.76093364	0.010374838
0.055651106	0.43797064	0.40951312	0.09686513
